EmployeeID,Age,Satisfaction_Score,Performance_Score,Tenure,Commute_Distance,Last_Promotion,Decision_to_Leave,Gender_Male,Ethnicity_Asian,Ethnicity_Caucasian,Ethnicity_Hispanic,Ethnicity_Indigenous,Ethnicity_Other
E1920,30,3,3,208,83,43,1,1,0,1,0,0,0
E1921,23,1,5,36,42,25,1,0,0,1,0,0,0
E1922,34,6,5,28,17,36,1,0,0,0,1,0,0
E1923,25,8,10,118,63,22,0,0,0,0,0,0,1
E1924,49,3,3,93,45,28,1,1,1,0,0,0,0
E1925,57,5,9,175,77,20,1,0,0,0,0,0,0
E1926,21,1,4,76,7,47,1,0,0,1,0,0,0
E1927,34,10,3,101,27,44,0,0,0,0,0,0,0
E1928,30,7,2,158,10,44,1,0,0,0,0,0,1
E1929,27,10,10,151,34,48,0,1,1,0,0,0,0
E1930,45,1,9,144,36,26,1,1,0,0,0,0,1
E1931,64,9,4,14,25,38,0,0,1,0,0,0,0
E1932,63,8,3,202,6,39,1,0,0,0,0,1,0
E1933,24,7,7,71,24,12,0,1,1,0,0,0,0
E1934,25,10,8,237,18,22,1,1,0,0,1,0,0
E1935,45,7,2,180,87,58,1,0,0,0,0,0,1
E1936,23,5,7,124,6,15,1,1,0,1,0,0,0
E1937,38,5,5,125,29,29,0,0,0,0,0,1,0
E1938,39,5,5,37,25,3,0,1,0,0,1,0,0
E1939,52,1,3,29,55,39,1,1,0,0,0,0,0
E1940,39,8,5,195,81,15,1,1,0,0,0,0,1
E1941,31,1,2,143,46,30,1,1,0,1,0,0,0
E1942,20,4,4,228,24,52,1,0,1,0,0,0,0
E1943,45,9,6,175,75,41,1,1,0,1,0,0,0
E1944,33,9,1,174,26,24,0,1,0,0,0,0,0
E1945,57,5,10,180,98,43,0,0,0,0,0,1,0
E1946,56,4,4,19,28,11,1,1,0,0,0,1,0
E1947,30,3,6,205,3,25,1,1,0,0,0,0,1
E1948,55,3,9,106,75,36,1,0,0,0,0,1,0
E1949,32,5,2,21,38,47,1,1,0,0,0,0,1
E1950,62,10,7,64,61,32,0,0,0,0,0,0,1
E1951,22,1,6,165,78,27,1,0,0,0,0,0,1
E1952,52,5,2,27,51,8,1,0,1,0,0,0,0
E1953,25,6,8,55,90,11,0,0,0,0,1,0,0
E1954,29,7,7,29,48,4,1,1,0,0,0,0,1
E1955,24,9,5,148,21,53,1,0,0,0,0,0,1
E1956,42,3,5,25,54,51,1,1,0,0,1,0,0
E1957,29,2,7,70,56,53,0,1,0,1,0,0,0
E1958,63,3,9,63,94,27,1,1,0,0,0,0,1
E1959,21,9,9,164,59,55,0,1,1,0,0,0,0
E1960,32,7,9,130,72,34,0,1,0,0,0,1,0
E1961,59,9,6,150,51,4,0,1,0,0,0,1,0
E1962,21,2,10,224,20,33,1,1,0,0,0,0,0
E1963,39,5,6,16,96,45,1,1,0,0,0,0,0
E1964,20,4,3,146,86,33,0,1,0,0,0,1,0
E1965,56,2,1,197,59,12,0,1,0,0,0,1,0
E1966,28,9,7,182,71,38,0,0,1,0,0,0,0
E1967,36,9,4,100,9,41,1,0,0,0,1,0,0
E1968,28,6,1,30,1,44,1,0,0,0,0,0,0
E1969,30,6,8,45,29,47,1,1,0,0,1,0,0
E1970,34,8,6,19,63,57,1,0,1,0,0,0,0
E1971,43,6,6,215,72,13,1,0,0,0,0,1,0
E1972,57,1,2,34,56,10,1,0,0,0,0,0,1
E1973,54,4,1,141,68,41,1,1,0,0,1,0,0
E1974,49,7,2,171,35,37,1,1,0,0,0,1,0
E1975,50,2,4,62,3,3,1,1,0,0,0,1,0
E1976,24,9,2,118,7,52,1,1,0,1,0,0,0
E1977,63,8,1,221,27,32,1,0,0,0,1,0,0
E1978,33,8,7,100,1,6,0,0,0,0,0,0,1
E1979,30,7,8,22,91,55,1,0,0,0,1,0,0
E1980,28,4,6,180,80,40,1,0,0,0,0,1,0
E1981,53,2,4,180,71,7,1,1,0,0,0,0,1
E1982,31,3,6,111,44,36,1,1,1,0,0,0,0
E1983,54,6,3,164,87,50,0,1,0,1,0,0,0
E1984,54,5,8,73,41,9,0,0,0,0,0,1,0
E1985,20,8,10,231,75,42,1,1,0,0,0,0,0
E1986,59,6,2,147,42,56,0,1,0,0,0,0,0
E1987,41,6,5,38,33,14,1,0,0,1,0,0,0
E1988,48,1,1,70,50,37,1,0,1,0,0,0,0
E1989,27,4,6,116,63,14,0,1,0,0,0,1,0
E1990,30,5,2,239,100,4,1,1,0,0,1,0,0
E1991,60,3,4,79,37,28,1,1,0,1,0,0,0
E1992,56,9,6,185,59,18,1,1,1,0,0,0,0
E1993,33,1,10,148,81,53,1,1,0,0,1,0,0
E1994,49,6,8,9,99,50,1,1,0,0,0,0,0
E1995,54,6,8,32,48,9,1,0,0,0,0,0,0
E1996,40,10,6,132,5,11,1,0,0,0,1,0,0
E1997,56,5,4,50,48,53,1,0,0,1,0,0,0
E1998,24,5,8,82,96,3,1,1,0,0,0,0,0
E1999,38,10,8,5,3,30,0,0,0,0,0,1,0
