"Age","Gender","Ethnicity","SatisfactionScore","PerformanceRating","Tenure","CommuteDistance","LastPromotion","DecisionToLeave"
38,"Male","Hispanic",4,4,9,21,2,1
47,"Male","Other",2,3,7,38,2,0
41,"Male","Other",2,6,6,47,1,1
63,"Male","Hispanic",2,3,5,38,4,1
41,"Male","Caucasian",1,1,24,22,7,1
33,"Male","African",9,9,21,24,12,1
41,"Female","Indigenous",5,10,9,39,2,1
49,"Female","Hispanic",3,1,21,15,14,1
56,"Male","African",8,5,1,19,0,0
24,"Female","Asian",1,6,9,48,4,0
33,"Male","Other",7,3,14,39,7,1
56,"Male","Indigenous",8,10,13,23,7,1
52,"Female","Indigenous",2,10,18,31,12,1
41,"Male","Indigenous",5,9,14,44,11,1
44,"Female","Caucasian",3,10,8,8,5,1
59,"Male","Hispanic",6,2,15,50,11,0
31,"Female","Hispanic",6,5,11,36,7,1
47,"Female","Other",4,6,4,47,3,1
52,"Female","Hispanic",5,2,22,30,13,1
59,"Female","Indigenous",8,2,12,6,2,1
64,"Female","Other",8,6,12,46,4,1
22,"Male","Indigenous",8,2,20,21,1,1
63,"Female","African",3,8,19,48,17,1
56,"Female","Hispanic",6,5,7,41,1,1
34,"Male","Asian",7,7,9,47,7,0
26,"Male","Indigenous",10,3,10,30,9,0
63,"Male","Hispanic",10,3,3,44,0,1
35,"Male","Asian",3,7,20,15,9,1
48,"Male","Indigenous",2,10,0,41,0,1
48,"Male","Caucasian",8,9,18,40,16,1
54,"Female","Asian",6,8,18,6,2,1
53,"Male","Caucasian",6,9,20,38,15,1
22,"Male","Asian",9,7,18,25,17,0
53,"Female","Other",3,10,0,16,0,1
64,"Male","Asian",6,1,13,28,4,1
35,"Male","Other",10,6,5,21,0,0
54,"Male","African",10,3,24,34,6,1
41,"Female","Caucasian",8,3,25,37,12,1
24,"Female","Indigenous",8,10,13,7,6,1
24,"Male","Indigenous",7,9,8,24,7,1
44,"Male","Caucasian",10,2,22,48,10,1
54,"Female","Indigenous",8,10,4,22,2,1
27,"Female","Indigenous",8,10,16,6,8,1
27,"Male","Other",6,8,9,12,6,1
35,"Female","Asian",1,1,11,15,6,1
41,"Female","Hispanic",6,10,8,12,5,1
29,"Female","Hispanic",4,7,16,50,2,0
30,"Female","Asian",6,8,8,39,5,1
57,"Male","Hispanic",1,10,23,5,0,1
60,"Male","Hispanic",5,5,9,11,3,1
57,"Female","Caucasian",8,1,11,44,9,1
36,"Male","African",5,5,2,27,1,0
28,"Female","Caucasian",4,9,13,47,7,0
50,"Male","African",5,2,21,37,16,0
36,"Male","African",5,2,13,7,10,1
51,"Female","Caucasian",10,5,0,34,0,1
37,"Male","African",10,4,1,31,0,0
38,"Male","Other",8,2,13,11,4,0
22,"Male","Hispanic",5,3,0,27,0,1
40,"Male","Hispanic",5,9,13,29,1,0
29,"Male","Caucasian",2,9,9,13,3,1
32,"Male","Hispanic",3,10,3,8,1,1
31,"Female","African",3,4,22,29,6,1
48,"Male","Indigenous",9,7,8,15,3,0
49,"Male","African",10,1,3,18,2,1
23,"Male","Hispanic",5,9,18,18,11,0
47,"Male","Asian",6,7,13,26,2,0
29,"Male","Asian",9,4,5,44,4,1
51,"Female","Indigenous",7,8,6,19,3,0
49,"Male","Indigenous",10,3,23,29,20,0
37,"Female","Other",8,8,20,8,9,0
53,"Male","Asian",3,5,5,27,0,1
44,"Female","Asian",6,2,25,16,16,1
58,"Male","Other",6,1,2,14,1,1
28,"Female","Asian",2,10,17,13,8,1
58,"Female","African",7,1,23,17,19,1
33,"Female","Caucasian",9,4,9,33,5,1
27,"Male","Indigenous",10,8,15,25,14,1
51,"Female","African",6,10,11,44,10,1
38,"Female","Indigenous",6,10,6,32,0,1
44,"Male","African",8,1,20,8,17,1
58,"Male","Hispanic",4,9,9,43,1,1
59,"Female","Other",5,5,7,23,3,1
49,"Female","Caucasian",5,9,13,29,7,1
58,"Female","Hispanic",5,5,4,48,1,1
22,"Male","Other",7,8,10,47,3,1
43,"Female","Indigenous",4,4,25,42,7,1
42,"Male","Other",4,2,25,43,16,1
39,"Female","Caucasian",6,10,11,42,2,0
22,"Male","Hispanic",8,2,1,47,0,1
59,"Male","African",5,4,16,30,4,1
64,"Male","Indigenous",8,2,25,5,4,0
33,"Male","African",10,7,12,14,6,0
56,"Female","African",9,3,6,43,0,1
50,"Female","Hispanic",8,10,2,12,1,1
52,"Female","Other",6,5,21,47,5,1
22,"Female","Caucasian",7,2,4,35,3,0
45,"Female","African",3,2,20,24,19,1
24,"Male","Asian",5,1,25,29,14,0
22,"Female","Other",8,1,5,16,3,1
23,"Female","Indigenous",6,9,20,6,8,0
34,"Female","Other",1,10,11,43,8,1
64,"Female","African",2,8,0,35,0,1
27,"Male","Asian",1,4,20,36,2,0
59,"Female","Hispanic",1,3,18,18,17,1
43,"Female","Other",6,5,1,10,0,0
28,"Female","African",2,8,0,27,0,1
33,"Male","Indigenous",5,8,15,19,12,0
50,"Female","Caucasian",1,10,6,29,0,1
22,"Female","Other",5,7,1,45,0,1
34,"Female","Caucasian",10,10,18,27,8,1
52,"Male","Indigenous",2,5,13,38,11,1
56,"Female","Indigenous",8,10,7,6,4,1
46,"Female","Caucasian",10,10,7,45,4,1
61,"Female","Caucasian",3,7,14,10,0,1
46,"Male","African",3,7,11,48,4,0
36,"Female","Hispanic",7,5,6,8,3,0
58,"Female","Caucasian",10,4,19,41,11,1
32,"Male","Caucasian",9,3,10,5,8,0
45,"Female","Hispanic",3,4,17,35,0,1
40,"Female","Hispanic",9,6,25,32,20,1
56,"Female","Other",6,1,2,23,1,1
54,"Male","Indigenous",8,3,6,11,4,1
62,"Female","Indigenous",3,4,11,6,5,1
46,"Male","Indigenous",10,9,9,13,7,0
38,"Male","Caucasian",3,10,1,26,0,1
60,"Female","African",9,10,5,18,2,1
33,"Male","African",1,6,13,50,4,1
32,"Female","Other",4,5,3,32,2,1
65,"Female","Hispanic",4,1,21,18,12,1
64,"Male","Other",5,4,10,23,9,1
26,"Female","Asian",10,7,22,31,5,1
34,"Male","Asian",9,7,17,28,16,1
53,"Male","Hispanic",7,4,2,18,0,1
42,"Male","African",10,10,24,7,9,0
58,"Female","Indigenous",9,8,15,28,4,1
40,"Male","African",10,10,11,39,0,1
48,"Male","Indigenous",6,9,24,9,18,1
48,"Female","Indigenous",7,4,6,27,5,1
63,"Male","Caucasian",7,7,0,13,0,1
23,"Male","African",8,2,11,35,5,0
48,"Female","Indigenous",3,6,18,37,14,1
33,"Female","Indigenous",1,7,14,32,3,1
25,"Male","Indigenous",2,4,6,46,0,0
49,"Male","African",2,6,6,10,0,1
28,"Male","Other",5,10,4,26,1,0
52,"Female","Asian",10,2,18,17,9,1
49,"Male","Asian",10,5,22,45,18,1
34,"Female","Hispanic",7,9,15,20,1,1
47,"Male","Hispanic",5,6,1,21,0,1
31,"Female","African",4,9,2,7,0,0
22,"Male","Caucasian",6,4,18,42,17,1
62,"Female","African",7,7,24,32,12,1
24,"Male","Asian",3,2,2,42,0,1
22,"Male","Hispanic",3,10,2,21,0,1
65,"Female","Other",7,5,13,5,3,1
28,"Male","Asian",10,9,3,27,0,0
30,"Male","Indigenous",5,10,13,21,3,1
23,"Female","African",6,6,12,7,6,0
35,"Male","Asian",2,8,18,24,4,1
42,"Female","Caucasian",10,2,4,36,2,1
65,"Female","Caucasian",3,6,16,37,2,1
50,"Female","Caucasian",1,5,5,14,3,1
39,"Male","African",4,1,21,49,6,1
33,"Female","African",8,6,0,38,0,1
43,"Female","Asian",2,6,21,27,12,1
49,"Male","African",6,3,9,40,3,1
64,"Female","Other",4,8,14,6,13,1
46,"Male","Hispanic",2,6,14,21,3,1
62,"Male","Caucasian",1,4,21,48,17,1
56,"Female","Other",3,1,23,27,3,0
47,"Male","Other",7,7,25,23,3,0
30,"Male","Asian",2,7,1,22,0,1
54,"Female","Other",10,3,9,37,1,1
35,"Male","Caucasian",3,3,16,41,5,1
48,"Male","Caucasian",2,10,24,26,19,1
33,"Male","Other",8,7,11,40,6,1
35,"Male","Other",4,4,3,15,0,1
33,"Male","Indigenous",4,2,23,23,21,1
53,"Female","Other",2,10,17,37,7,1
41,"Female","Asian",4,7,4,26,2,1
44,"Female","Hispanic",8,5,9,50,1,1
43,"Female","Hispanic",6,9,4,13,1,1
25,"Male","Caucasian",10,8,20,37,18,1
34,"Male","Other",8,6,9,29,0,1
26,"Male","Hispanic",8,5,17,11,0,0
57,"Male","Caucasian",9,4,13,46,4,1
41,"Male","African",6,9,1,22,0,1
54,"Male","Caucasian",9,3,2,30,0,1
51,"Male","Asian",7,4,5,39,3,1
30,"Male","Other",1,3,1,50,0,1
30,"Male","Caucasian",3,10,4,39,1,1
34,"Female","Asian",2,4,13,13,1,1
62,"Female","Other",10,1,13,47,11,1
55,"Male","Hispanic",10,6,20,40,2,1
52,"Female","Other",5,9,8,37,2,1
50,"Male","Hispanic",3,7,23,9,19,1
48,"Male","African",2,4,5,38,4,1
30,"Male","African",10,7,18,31,12,1
49,"Female","Hispanic",4,7,22,24,7,0
36,"Female","Hispanic",6,10,2,44,1,0
33,"Male","Indigenous",8,8,6,14,5,0
39,"Male","Asian",4,1,2,40,1,1
65,"Female","Caucasian",7,3,1,43,0,1
36,"Male","Other",1,2,18,8,12,1
37,"Male","Indigenous",9,8,16,23,1,1
44,"Male","African",5,5,0,27,0,0
33,"Male","Other",5,5,13,43,0,1
65,"Female","Indigenous",10,6,25,33,1,1
61,"Female","Caucasian",1,1,21,33,4,1
32,"Female","Other",7,4,15,9,10,1
39,"Female","African",2,6,6,45,2,1
34,"Male","African",3,6,7,7,0,1
36,"Female","African",9,9,2,32,0,0
60,"Male","African",1,10,4,43,0,1
25,"Female","Asian",2,2,12,25,10,0
25,"Male","Asian",8,6,4,5,2,1
60,"Female","Asian",4,4,4,21,0,1
44,"Male","Indigenous",3,8,19,25,1,1
58,"Male","African",6,8,22,25,13,1
34,"Female","Hispanic",9,1,14,19,3,0
49,"Female","Caucasian",10,6,6,23,1,1
65,"Female","Hispanic",8,5,14,33,4,1
41,"Male","Indigenous",9,5,25,34,7,0
35,"Female","Asian",6,5,24,20,21,1
52,"Male","Caucasian",3,5,15,33,6,1
44,"Male","African",1,3,15,41,9,1
27,"Female","Asian",7,2,21,32,15,1
55,"Female","Asian",1,1,20,15,18,1
51,"Male","Caucasian",9,6,5,42,4,1
51,"Male","Asian",3,10,22,24,10,1
28,"Male","Caucasian",3,7,19,32,18,1
35,"Female","Other",6,5,13,13,2,1
58,"Female","Caucasian",7,1,11,17,1,1
29,"Male","African",8,8,20,36,3,1
52,"Male","African",2,7,3,38,0,0
24,"Female","African",4,6,5,31,3,1
46,"Female","African",1,1,6,50,0,1
53,"Female","Other",4,9,6,22,4,1
33,"Male","Hispanic",2,6,3,35,1,1
40,"Male","Indigenous",10,2,13,24,8,0
46,"Male","Caucasian",8,5,6,35,2,1
34,"Female","Asian",2,5,2,49,0,1
37,"Male","Asian",3,4,4,21,3,1
26,"Male","Indigenous",7,9,10,10,1,0
58,"Female","Other",5,5,6,8,4,0
29,"Female","Asian",2,2,1,22,0,0
33,"Female","Hispanic",3,6,1,18,0,0
23,"Female","Indigenous",4,2,15,37,6,0
54,"Male","Hispanic",6,5,10,47,5,1
40,"Male","Caucasian",1,7,11,10,10,1
33,"Male","African",2,4,21,10,8,1
36,"Male","Indigenous",10,5,6,47,3,1
44,"Female","Caucasian",10,5,12,15,4,1
22,"Female","Other",9,2,3,27,2,1
34,"Male","Hispanic",1,7,8,9,5,1
51,"Male","African",4,8,23,8,3,1
23,"Male","Asian",3,10,25,33,7,0
56,"Female","Asian",9,7,13,37,8,1
22,"Female","Hispanic",6,1,22,43,15,0
27,"Female","Indigenous",10,1,18,7,15,1
62,"Female","Hispanic",4,2,19,11,10,1
24,"Female","Other",10,10,0,32,0,1
54,"Female","Hispanic",3,5,20,42,19,1
58,"Female","Caucasian",7,1,17,6,13,1
33,"Male","Hispanic",10,8,10,26,7,0
27,"Male","Caucasian",8,8,17,5,5,1
27,"Male","Hispanic",6,6,18,46,7,1
35,"Male","Caucasian",8,10,17,23,7,1
47,"Female","Asian",7,2,10,30,8,1
55,"Female","Caucasian",1,10,18,34,0,1
24,"Male","African",3,1,4,29,0,0
56,"Male","Caucasian",8,3,16,26,7,1
38,"Male","Caucasian",7,6,6,32,4,1
57,"Female","Hispanic",3,7,12,19,8,0
22,"Male","Other",2,9,12,37,4,1
61,"Male","African",3,6,18,8,4,1
39,"Male","Asian",8,9,17,7,10,0
38,"Male","Caucasian",4,3,19,40,16,1
43,"Male","African",4,7,20,12,8,1
65,"Female","Asian",2,4,3,6,0,1
23,"Male","Hispanic",6,6,15,9,14,0
47,"Female","Caucasian",6,10,1,21,0,1
41,"Female","Asian",4,7,10,29,0,1
28,"Female","African",1,6,3,50,2,1
59,"Male","Asian",3,7,24,32,20,0
23,"Male","African",8,3,21,46,15,1
56,"Female","Caucasian",7,7,15,47,12,1
32,"Female","African",9,6,11,32,3,1
27,"Female","African",5,2,11,20,7,1
30,"Male","Asian",4,7,14,8,7,1
24,"Male","Other",1,6,19,12,2,1
44,"Male","Hispanic",2,9,25,39,13,1
53,"Male","Caucasian",10,2,13,41,2,1
55,"Male","Hispanic",1,10,4,22,1,1
31,"Female","African",3,6,12,13,7,0
65,"Female","African",4,5,25,23,13,1
50,"Female","Other",3,4,10,28,0,1
65,"Male","Hispanic",6,8,18,25,5,1
63,"Male","Hispanic",5,3,2,42,1,0
25,"Female","Other",4,2,15,38,7,1
33,"Male","Asian",2,2,10,13,1,1
49,"Female","African",3,1,10,39,1,1
41,"Female","Asian",6,3,19,6,2,1
44,"Male","Caucasian",9,5,18,10,1,1
65,"Female","Hispanic",6,2,7,37,4,1
50,"Male","Indigenous",4,10,3,6,1,0
48,"Female","Asian",1,5,5,44,0,1
55,"Male","Asian",4,1,19,21,18,1
42,"Female","Caucasian",7,3,1,30,0,1
59,"Female","Other",8,10,8,19,1,0
24,"Male","Other",2,10,25,18,22,1
47,"Male","Hispanic",3,9,14,47,3,1
33,"Male","Asian",7,1,23,41,16,1
40,"Female","Hispanic",10,6,14,50,3,1
31,"Male","Indigenous",1,7,22,18,5,1
48,"Female","African",2,2,13,37,1,1
51,"Male","Indigenous",5,2,17,44,3,1
61,"Male","African",9,4,12,27,7,1
27,"Female","African",1,5,3,50,1,1
54,"Female","Other",9,1,18,18,1,1
53,"Male","Asian",6,7,24,40,7,1
60,"Male","Caucasian",10,9,4,7,1,1
51,"Male","Caucasian",1,8,17,9,4,1
26,"Male","Other",3,2,2,10,1,0
50,"Female","Other",5,7,9,50,2,1
50,"Female","Indigenous",9,9,17,46,0,1
27,"Male","Other",8,2,18,34,11,1
27,"Male","Hispanic",2,2,11,11,3,1
40,"Female","African",6,1,14,38,2,1
63,"Female","Hispanic",10,9,21,7,13,0
47,"Male","Indigenous",6,4,15,8,4,1
38,"Male","Indigenous",3,9,12,21,0,1
33,"Female","Other",9,3,23,22,16,1
23,"Male","African",4,8,4,26,2,1
43,"Male","Indigenous",5,5,19,17,11,1
55,"Male","African",10,2,19,11,3,0
48,"Male","Indigenous",5,2,10,17,8,1
55,"Female","Hispanic",4,10,0,16,0,1
25,"Male","Other",10,5,17,19,14,1
61,"Female","Caucasian",8,6,24,13,0,1
58,"Male","Other",2,8,19,43,0,1
37,"Female","Other",7,2,13,50,2,1
23,"Female","Caucasian",6,4,17,50,11,1
58,"Female","Hispanic",7,6,6,20,5,1
40,"Male","Caucasian",1,5,0,45,0,1
63,"Male","Indigenous",4,10,24,13,21,0
49,"Male","Caucasian",7,8,8,27,0,1
26,"Female","Asian",7,4,9,50,2,0
34,"Female","Other",1,5,19,27,7,1
56,"Female","Other",2,6,16,15,12,1
37,"Female","African",6,1,23,5,11,1
65,"Female","Asian",10,1,19,29,1,1
57,"Male","Asian",5,6,3,7,0,1
57,"Male","Caucasian",7,7,21,42,18,1
57,"Female","Caucasian",10,2,19,12,18,1
22,"Female","Caucasian",7,10,25,19,14,1
49,"Male","African",6,5,22,27,21,1
39,"Male","Hispanic",6,6,9,50,5,0
25,"Male","Other",5,4,7,31,1,1
61,"Male","Hispanic",10,4,21,42,10,1
63,"Male","Asian",6,6,4,24,2,1
53,"Female","Hispanic",3,5,2,14,1,0
31,"Male","Indigenous",1,1,3,45,0,1
55,"Female","Other",3,1,17,7,15,1
42,"Male","Other",7,7,20,36,7,1
24,"Female","Indigenous",1,9,21,32,12,0
41,"Male","Other",8,8,8,28,5,1
41,"Male","Other",3,8,17,9,3,1
24,"Male","Indigenous",10,6,20,14,1,0
35,"Female","Hispanic",2,1,17,6,16,0
36,"Male","Asian",3,6,14,21,1,0
31,"Male","Asian",2,9,7,18,0,1
26,"Male","Caucasian",5,7,12,12,8,1
23,"Female","Hispanic",5,8,23,46,5,1
28,"Male","Asian",1,10,6,10,3,1
37,"Male","Hispanic",2,2,15,23,10,1
57,"Female","Hispanic",2,4,8,12,5,1
44,"Female","Hispanic",3,5,10,11,3,1
62,"Female","Caucasian",9,7,4,20,1,1
34,"Male","Other",2,4,10,40,0,1
54,"Female","African",9,4,17,28,1,1
39,"Male","African",7,10,18,47,6,0
46,"Female","Caucasian",8,5,24,16,9,1
33,"Female","African",9,7,10,30,5,1
38,"Female","Indigenous",2,9,13,6,12,1
57,"Female","Other",4,8,14,37,13,1
33,"Female","Asian",9,8,14,20,10,1
60,"Male","Other",3,3,9,35,7,1
23,"Female","Other",8,9,21,5,16,1
65,"Female","Asian",5,3,23,33,17,1
60,"Male","Caucasian",9,1,9,44,4,1
35,"Female","Hispanic",8,9,0,15,0,1
38,"Female","Hispanic",1,9,14,39,12,1
50,"Female","Hispanic",9,2,22,40,14,1
61,"Female","Caucasian",2,5,25,46,13,1
55,"Male","African",3,6,5,32,1,0
26,"Male","Asian",4,10,11,44,6,1
25,"Female","Indigenous",9,3,13,11,12,1
61,"Female","African",10,4,6,38,2,1
28,"Male","Asian",5,10,6,43,5,1
52,"Male","Hispanic",3,3,8,24,4,1
29,"Male","Other",8,4,12,47,4,1
36,"Male","Asian",3,8,11,45,4,1
64,"Female","African",2,7,13,25,7,1
43,"Female","Asian",9,5,4,39,2,1
32,"Female","Indigenous",7,4,4,11,2,1
39,"Female","Caucasian",9,10,6,19,5,1
65,"Male","Indigenous",4,6,7,25,2,1
45,"Female","African",5,1,9,17,3,0
40,"Male","Other",1,4,10,30,0,1
24,"Female","Caucasian",3,10,12,33,8,0
65,"Female","Hispanic",5,10,19,39,1,1
62,"Female","African",7,6,22,19,8,1
60,"Female","Caucasian",4,2,23,22,7,1
49,"Female","Caucasian",2,7,1,34,0,1
48,"Female","Indigenous",10,10,9,41,5,1
48,"Male","African",4,2,13,18,7,1
23,"Male","Indigenous",7,9,13,21,9,0
31,"Female","African",2,3,23,11,20,1
48,"Male","Caucasian",4,7,24,45,0,1
27,"Female","Indigenous",4,9,13,21,7,0
48,"Male","Hispanic",2,1,15,21,14,1
51,"Female","Caucasian",3,2,5,38,2,1
65,"Male","Hispanic",7,5,1,11,0,1
26,"Male","Hispanic",3,2,3,37,1,1
52,"Male","Other",2,7,7,22,3,1
41,"Male","Hispanic",7,8,17,22,4,1
41,"Male","Caucasian",7,2,8,17,0,1
27,"Female","Hispanic",3,2,2,31,1,0
23,"Female","African",9,10,22,8,20,1
47,"Female","Caucasian",5,9,17,35,5,1
24,"Female","Hispanic",1,1,15,20,10,1
65,"Male","Other",7,1,6,15,0,1
37,"Male","Indigenous",7,9,2,27,1,1
64,"Female","Hispanic",8,6,0,19,0,1
41,"Male","Asian",1,7,21,49,4,1
30,"Male","Caucasian",9,8,1,14,0,1
46,"Female","Asian",1,2,0,27,0,1
53,"Male","Other",3,7,13,46,8,1
28,"Male","Caucasian",3,2,5,37,0,1
34,"Male","Other",5,5,8,26,1,1
47,"Female","Other",5,4,5,19,1,1
46,"Male","Indigenous",3,7,16,28,8,1
63,"Female","Indigenous",8,3,22,32,9,1
33,"Male","Hispanic",8,1,23,21,4,1
48,"Male","Indigenous",7,4,8,23,7,0
50,"Female","Asian",8,7,10,33,9,1
62,"Male","Asian",1,8,20,36,12,0
45,"Female","Other",10,1,25,38,16,1
23,"Female","Other",8,6,7,36,3,1
54,"Male","Hispanic",4,2,13,20,0,1
35,"Male","Indigenous",7,5,10,21,7,0
43,"Female","Caucasian",4,3,15,36,0,1
36,"Female","Hispanic",3,3,1,47,0,1
56,"Female","Other",9,9,4,33,0,1
40,"Male","Caucasian",10,7,12,50,11,1
50,"Female","Caucasian",10,2,8,37,1,1
38,"Male","African",5,1,1,46,0,1
46,"Female","Hispanic",1,3,8,7,2,1
59,"Male","Indigenous",9,6,5,49,4,1
59,"Male","Caucasian",4,3,21,42,8,1
61,"Male","Indigenous",1,4,4,50,1,1
49,"Male","Hispanic",3,7,18,40,2,1
40,"Female","African",10,8,16,17,1,1
33,"Female","Indigenous",10,10,17,7,15,0
30,"Female","African",6,10,16,36,3,0
48,"Male","Caucasian",10,10,20,9,16,1
27,"Male","Hispanic",2,6,0,37,0,0
23,"Female","Hispanic",10,1,21,46,18,0
44,"Female","African",8,8,0,20,0,1
53,"Female","African",5,2,17,29,5,1
62,"Female","Indigenous",3,8,8,34,0,1
61,"Female","African",10,10,4,12,2,1
34,"Female","Other",4,3,5,25,2,1
32,"Male","Other",9,3,3,10,1,1
27,"Male","Caucasian",8,10,24,12,4,0
22,"Male","Caucasian",5,10,7,27,5,0
40,"Male","Other",9,10,25,37,19,0
42,"Male","African",2,9,2,38,1,1
29,"Male","Other",3,3,0,40,0,1
64,"Female","Caucasian",5,1,19,15,14,1
52,"Female","African",6,9,16,21,2,1
28,"Male","Asian",9,1,22,26,0,1
33,"Male","Asian",6,1,20,9,4,0
62,"Male","Asian",6,5,1,29,0,1
36,"Female","African",9,7,19,41,6,1
30,"Male","African",1,9,0,34,0,1
64,"Male","African",5,3,22,42,20,1
52,"Female","African",3,9,4,14,3,1
52,"Female","Other",3,9,3,6,0,1
36,"Male","Caucasian",8,1,3,33,2,0
64,"Male","Asian",3,6,3,10,1,1
47,"Male","Caucasian",4,2,2,33,1,1
42,"Female","Hispanic",9,10,18,32,17,1
65,"Female","Asian",7,7,1,24,0,1
35,"Male","African",7,2,12,16,1,0
62,"Female","Indigenous",5,5,7,44,2,1
64,"Male","Indigenous",6,7,19,30,12,1
22,"Male","Caucasian",7,10,8,21,7,0
29,"Female","Other",5,5,19,5,7,0
32,"Male","Caucasian",6,10,20,44,2,1
65,"Female","African",5,10,10,7,7,1
64,"Male","Hispanic",10,8,17,5,13,1
23,"Female","Caucasian",10,7,14,42,0,0
48,"Male","African",6,5,0,19,0,1
24,"Female","African",5,1,14,14,1,1
45,"Male","Caucasian",7,6,22,28,16,1
49,"Male","African",6,5,6,46,5,1
36,"Male","Asian",2,7,24,41,5,1
56,"Male","Asian",6,5,19,23,18,1
62,"Male","Caucasian",7,9,17,17,16,1
30,"Female","Indigenous",10,1,13,28,12,1
55,"Male","Caucasian",2,3,0,30,0,1
27,"Male","Hispanic",9,10,10,12,4,1
46,"Female","Caucasian",4,7,9,6,0,1
48,"Male","Hispanic",5,3,7,15,3,1
26,"Female","African",2,5,9,10,8,1
48,"Male","Asian",2,7,9,7,1,1
52,"Male","Indigenous",7,8,7,16,2,0
44,"Female","Other",4,4,20,20,14,1
41,"Male","Indigenous",8,3,21,38,6,1
30,"Male","African",10,8,7,33,5,1
32,"Female","Asian",2,2,0,10,0,1
50,"Male","Caucasian",9,6,25,46,4,1
24,"Female","Indigenous",3,6,14,29,6,0
53,"Female","Caucasian",6,5,6,32,5,1
30,"Female","Asian",8,6,23,16,14,1
62,"Male","Other",9,1,11,37,10,0
32,"Female","Hispanic",6,6,5,7,1,0
55,"Female","Asian",10,7,10,29,6,1
49,"Female","Hispanic",10,6,17,12,14,1
44,"Male","Hispanic",4,7,25,9,11,0
29,"Male","Hispanic",7,6,25,36,20,1
24,"Male","Asian",2,3,8,35,7,1
38,"Male","Asian",7,2,19,11,2,0
36,"Male","African",4,5,25,48,24,1
22,"Male","African",8,8,15,34,0,0
56,"Female","Indigenous",7,8,1,20,0,1
51,"Male","Caucasian",10,8,7,29,0,1
33,"Male","African",5,9,7,29,6,0
59,"Male","African",2,4,7,41,6,1
38,"Male","Hispanic",2,9,14,24,2,1
48,"Female","Asian",4,4,5,8,3,1
24,"Male","African",8,1,1,49,0,1
53,"Male","Caucasian",1,2,3,11,1,1
60,"Male","African",8,5,3,46,1,1
23,"Female","African",10,3,5,24,4,1
28,"Female","Indigenous",8,6,23,33,5,1
35,"Female","Other",7,5,9,35,3,0
46,"Male","Other",6,9,0,10,0,0
29,"Male","Asian",7,10,6,44,4,1
39,"Male","Other",10,8,18,6,8,1
28,"Female","African",7,2,9,30,8,1
33,"Male","Other",5,6,14,46,9,1
41,"Female","Asian",2,5,0,31,0,1
31,"Male","African",3,6,0,47,0,1
40,"Male","Indigenous",3,5,13,45,9,1
53,"Female","African",9,9,22,33,15,1
34,"Female","Caucasian",3,2,16,46,13,1
52,"Female","Hispanic",3,9,12,19,4,1
39,"Male","Hispanic",8,1,13,10,10,0
49,"Female","Asian",1,8,18,50,10,1
35,"Male","African",6,9,1,10,0,0
63,"Male","African",7,1,13,38,4,0
63,"Male","Indigenous",3,7,19,35,17,0
41,"Female","Other",7,10,3,45,0,1
50,"Male","Indigenous",1,8,24,26,7,1
45,"Female","African",8,4,7,39,6,1
42,"Male","Hispanic",8,10,14,40,2,1
59,"Male","Caucasian",7,4,24,31,1,1
59,"Male","Caucasian",4,7,18,13,16,1
62,"Male","Indigenous",5,1,0,5,0,1
27,"Male","Asian",7,4,1,47,0,1
28,"Male","African",8,10,13,25,6,0
25,"Female","Caucasian",7,5,18,42,13,1
47,"Female","Asian",1,10,9,5,1,1
54,"Male","Indigenous",7,5,16,32,6,1
47,"Male","Indigenous",6,7,22,44,7,1
24,"Female","Asian",5,7,21,34,1,1
63,"Female","Hispanic",2,3,8,47,5,1
53,"Male","Asian",10,4,0,6,0,1
50,"Male","Hispanic",3,2,5,41,2,1
53,"Female","Indigenous",9,6,13,5,0,1
55,"Male","Caucasian",6,5,23,37,18,1
46,"Female","Caucasian",4,9,17,17,6,1
25,"Male","Hispanic",7,7,2,8,0,0
61,"Male","Caucasian",8,2,25,49,3,1
23,"Female","Caucasian",4,7,0,26,0,0
65,"Female","Asian",3,4,22,27,21,1
33,"Female","Other",10,2,3,5,0,1
51,"Female","Indigenous",5,9,11,8,7,1
65,"Female","Hispanic",2,4,0,29,0,1
31,"Male","Hispanic",7,6,25,10,19,0
49,"Male","African",3,8,1,19,0,1
45,"Male","Other",10,7,5,30,2,1
32,"Female","Other",1,9,5,31,2,1
28,"Female","Other",7,10,25,26,6,0
56,"Female","African",2,3,10,35,9,1
43,"Female","Asian",3,2,16,14,14,1
29,"Female","Other",4,8,0,35,0,1
46,"Male","Caucasian",2,1,23,43,15,1
28,"Male","Other",3,9,4,32,1,1
63,"Female","Asian",6,3,17,38,1,1
40,"Female","Caucasian",1,3,17,40,9,0
56,"Female","African",6,1,21,17,19,1
44,"Female","Indigenous",1,5,19,22,17,1
22,"Female","Caucasian",9,9,15,27,11,0
39,"Female","Hispanic",3,10,12,23,0,0
56,"Male","Hispanic",8,7,2,22,1,0
55,"Male","Caucasian",7,4,23,12,3,1
37,"Female","Indigenous",7,5,4,36,1,1
53,"Female","Caucasian",9,4,8,9,5,1
28,"Male","Caucasian",9,8,2,17,0,1
22,"Male","Other",7,1,1,6,0,1
56,"Male","African",10,3,10,29,4,1
48,"Male","Asian",7,9,16,31,4,1
25,"Male","Indigenous",10,4,19,38,15,0
50,"Female","Other",3,6,18,30,5,1
50,"Male","Asian",2,2,18,15,4,1
